"puntoVenta,importe,cantidad,temperatura"
"22","93068","2436","50"
"1","547840","8038","5"
"18","595605","6156","10"
"15","136927","1155","5"
"19","596206","7777","-7"
"14","339912","4573","43"
"15","402237","6388","36"
"1","13173","1097","-11"
"4","293530","1896","38"
"6","957959","8381","34"
"7","434031","4675","11"
"23","81777","6780","21"
"23","276351","7186","-14"
"4","550016","2900","33"
"20","508838","3788","-14"
"6","166905","7381","40"
"19","172660","8224","3"
"15","438994","7783","-12"
"17","396316","3496","0"
"4","936418","7352","49"
"11","401324","5701","-11"
"4","433722","1255","21"
"18","535067","3329","30"
"13","389630","6498","-5"
"19","742585","9073","-8"
"10","20453","3027","38"
"7","408934","6147","-7"
"3","348343","5875","1"
"18","831679","9117","-1"
"15","431746","1803","0"
"3","922767","3963","-11"
"6","704116","9103","23"
"19","65943","3720","30"
"1","701790","4488","50"
"3","942831","6203","49"
"13","598013","4984","9"
"5","105138","4812","5"
"17","150978","4428","3"
"14","800547","1776","49"
"6","847417","59","40"
"7","608401","3226","34"
"8","388717","5682","13"
"10","678978","4009","5"
"15","877952","8819","3"
"7","824498","6149","32"
"19","254654","5957","-1"
"1","819535","2015","41"
"20","655986","9144","24"
"10","1249","4677","20"
"5","331808","1142","8"
"16","688511","4135","10"
"21","210247","4212","37"
"21","504768","9513","-9"
"10","623488","4939","19"
"21","660946","7778","30"
"22","961280","3943","36"
"12","614734","9295","-1"
"17","445633","6642","-2"
"2","365255","1171","-8"
"19","703640","5093","-7"
"18","231696","6295","1"
"10","945499","4175","36"
"21","315441","5148","24"
"8","496854","4022","47"
"14","650988","206","29"
"15","250489","8518","30"
"15","812925","9378","46"
"14","338545","8820","5"
"19","446348","8704","42"
"2","88389","8816","14"
"7","298596","7713","44"
"17","282706","7884","44"
"3","725211","3769","37"
"1","168873","6798","16"
"6","839673","3125","46"
"22","148464","9766","47"
"1","729396","4649","0"
"19","945649","4898","11"
"4","669306","6007","23"
"12","662874","7042","26"
"14","907737","7820","-15"
"22","207252","8205","26"
"11","496261","5681","-10"
"5","791150","3721","-12"
"8","124295","7110","32"
"13","975777","1609","39"
"1","312700","2301","15"
"8","739645","6303","4"
"6","934507","5411","22"
"6","69629","3560","15"
"13","293960","7679","30"
"6","577556","1282","6"
"13","502096","532","-2"
"7","653908","5282","29"
"3","904707","27","3"
"9","270458","89","-13"
"3","752882","1948","-9"
"2","494351","3640","44"
"4","293575","3104","1"
"13","591549","7664","35"
"22","894962","8247","48"
"15","340718","5835","-7"
"20","326002","8490","42"
"3","368141","4677","29"
"11","539686","9568","-10"
"5","158066","2234","37"
"12","926107","1231","16"
"23","70631","2680","26"
"13","469423","3324","36"
"15","479804","9064","7"
"19","345754","8805","35"
"5","845653","5479","10"
"23","292805","8862","8"
"12","758488","3153","19"
"14","236922","2555","41"
"13","635865","975","-9"
"15","929319","2183","2"
"22","743771","2580","42"
"22","571941","7730","-14"
"17","872226","9150","48"
"13","695886","1832","21"
"12","265575","3126","25"
"17","822419","3190","27"
"1","87692","9736","-6"
"1","650893","8681","-7"
"17","756646","6743","37"
"2","105807","6337","35"
"1","735312","1815","19"
"8","84612","7691","35"
"19","635251","9394","-3"
"5","839093","467","13"
"12","311123","590","46"
"20","305462","7591","1"
"12","807018","5079","27"
"18","919083","3859","-8"
"1","635910","8340","-15"
"1","558810","4760","-7"
"7","163181","8557","43"
"11","847513","2896","20"
"3","399849","3638","-6"
"10","817715","4383","5"
"4","772852","645","37"
"14","214903","8106","8"
"19","760590","9979","45"
"3","935665","6084","47"
"16","7525","6169","40"
"19","825342","2465","37"
"18","903837","6691","26"
"16","425226","5039","2"
"20","411674","837","23"
"18","789816","727","38"
"16","898960","5945","25"
"23","522561","8558","37"
"17","307056","243","26"
"8","207042","558","-4"
"19","40568","5277","32"
"23","4265","7028","-3"
"5","101133","4546","24"
"7","511104","6743","8"
"8","199586","5689","-12"
"20","820359","3714","7"
"7","763676","9591","2"
"7","145514","8827","45"
"23","472644","3069","3"
"6","135596","1431","48"
"14","636775","6710","30"
"16","752182","6402","34"
"4","244150","8279","24"
"10","412835","2689","46"
"15","882305","3089","1"
"3","955084","3550","30"
"14","962551","1635","44"
"1","282087","1899","5"
"8","5798","5512","38"
"7","184457","3985","8"
"17","765862","349","45"
"18","613612","2033","-13"
"21","624196","1818","1"
"11","269745","9997","-2"
"18","519694","1564","-7"
"20","641346","3458","-4"
"9","379351","6828","8"
"22","749799","7345","26"
"5","246874","6365","-11"
"7","940791","3172","46"
"11","414376","2802","50"
"15","975551","5534","27"
"8","878700","9723","-15"
"15","229114","3740","45"
"17","799003","7004","0"
"17","248421","1347","34"
"8","515650","8018","2"
"19","671038","8733","3"
"16","413193","24","29"
"6","627204","1709","29"
"17","429621","5922","20"
"14","36259","3763","-2"
"11","184026","1248","34"
"11","473937","1679","32"
"16","582694","5133","3"
"6","355947","9401","49"
"4","875896","6498","8"
"4","318638","5540","12"
"10","964853","6830","19"
"11","531150","1204","25"
"6","720895","1943","11"
"16","856198","9167","-14"
"22","370825","342","-3"
"10","266981","9487","19"
"10","576664","2736","32"
"7","864383","8336","17"
"16","776112","5011","39"
"20","697286","6493","37"
"21","317802","9504","7"
"13","91856","3855","-2"
"11","590505","6899","11"
"3","789892","972","40"
"5","904140","6326","46"
"14","193952","8972","41"
"7","815572","8708","15"
"23","419963","1128","-5"
"4","210921","2619","9"
"23","766014","9122","29"
"6","579969","7768","-8"
"20","365703","4629","-8"
"1","983757","1811","34"
"16","844297","9958","15"
"5","245673","2357","16"
"6","139473","6158","-8"
"13","251012","2931","-14"
"3","451799","1418","39"
"5","819470","7972","14"
"7","445008","2555","43"
"1","553243","8102","39"
"18","31187","3621","20"
"6","709047","6219","4"
"18","903255","4227","29"
"14","929606","1535","21"
"7","209540","1411","29"
"23","232087","6508","44"
"8","836854","1710","-7"
"2","601110","8883","25"
"1","94926","5289","-6"
"7","669353","222","9"
"16","693861","164","29"
"18","469912","1327","16"
"1","562390","7398","-7"
"5","430803","2586","23"
"5","127240","5174","-2"
"13","93703","7677","36"
"11","48619","1619","43"
"7","540523","8555","-12"
"6","37534","5484","50"
"5","783578","7780","48"
"21","287390","9166","-6"
"14","978722","4235","47"
"16","963107","4776","4"
"4","166134","4978","13"
"22","534083","6740","0"
"16","689225","843","16"
"22","940492","3627","14"
"1","635284","4603","44"
"22","751909","1806","50"
"3","77217","7279","-6"
"6","707027","1835","4"
"8","153154","4583","-1"
"7","975254","7607","25"
"22","348431","8561","16"
"15","182275","776","34"
"14","146561","925","38"
"2","356084","4142","-13"
"5","995207","2143","27"
"15","908108","6904","27"
"17","519084","6345","40"
"3","693669","3246","43"
"17","703854","3974","31"
"7","540316","2700","-15"
"23","172595","4397","8"
"1","559716","771","38"
"18","398424","5067","-2"
"6","498549","166","-7"
"2","187424","5989","13"
"16","636956","671","38"
"8","908508","691","18"
"3","301449","7457","45"
"18","282760","2267","22"
"11","334909","4722","-7"
"8","63412","8729","41"
"12","668027","214","-8"
"13","884607","9711","-2"
"5","860080","6145","44"
"5","180794","24","6"
"18","17991","7880","12"
"7","905780","9987","6"
"21","37228","4220","33"
"6","853370","5230","26"
"13","760307","5097","11"
"11","510984","1749","36"
"3","73767","3766","22"
"21","519250","1098","-12"
"22","381604","71","44"
"10","983913","7603","40"
"16","868294","9475","26"
"21","171432","1210","-7"
"19","146279","7110","3"
"1","146746","5553","39"
"19","703844","3488","40"
"12","714989","1866","29"
"15","697628","9907","37"
"1","963658","1972","-14"
"7","62382","1680","-6"
"22","204502","8270","26"
"20","150468","6412","50"
"7","342137","7647","28"
"23","79674","2594","50"
"5","502806","385","-7"
"13","60085","9149","20"
"13","344859","8931","-14"
"13","651936","4241","-5"
"18","641048","3020","21"
"16","540359","9213","37"
"2","248696","574","11"
"13","345444","721","36"
"15","156270","6691","8"
"22","676106","9712","-4"
"16","794707","7870","31"
"14","43908","2965","0"
"9","858320","4920","20"
"5","78495","5739","25"
"5","553243","6651","19"
"19","615587","9150","-5"
"8","827477","4412","-15"
"7","992317","7078","18"
"7","110554","8875","36"
"16","303052","7588","5"
"7","955855","6394","0"
"3","890330","8532","14"
"10","811192","2338","0"
"2","821248","1625","-5"
"13","949361","6413","0"
"9","526436","9017","2"
"9","876905","479","9"
"11","213234","2362","13"
"5","845951","5284","15"
"14","868825","1830","28"
"15","107170","7516","-1"
"19","558339","7504","46"
"3","114051","1862","-9"
"19","396209","3965","20"
"9","528913","5763","-4"
"7","396054","1611","-2"
"4","675646","9126","33"
"19","759127","9443","8"
"21","786890","7519","46"
"7","92347","2194","20"
"3","624568","6205","-3"
"23","231864","9350","31"
"8","15054","3543","29"
"10","70521","6566","25"
"13","353592","5568","21"
"17","176088","7052","-11"
"8","346605","9558","25"
"17","794752","3725","23"
"22","682273","6526","18"
"19","443060","2243","3"
"14","411280","9742","-7"
"8","762384","9024","25"
"22","301013","4794","-15"
"11","832107","718","-5"
"13","742686","8445","10"
"7","1499","2135","40"
"6","864264","9038","14"
"23","90423","6903","36"
"14","774919","1835","1"
"16","571453","4948","37"
"14","104884","6110","-14"
"8","686084","1885","6"
"19","572414","6463","43"
"2","410287","1707","-3"
"15","269798","3342","15"
"14","507054","5607","4"
"22","97431","2050","35"
"8","216476","3855","39"
"14","767940","5248","45"
"10","103300","1741","19"
"13","374295","5561","32"
"12","877951","2807","5"
"8","484921","5997","41"
"13","681207","5885","34"
"8","767176","2756","9"
"17","590222","6356","12"
"19","705809","1830","39"
"22","629562","4291","32"
"14","427975","7733","-3"
"12","601982","7589","21"
"4","50903","5880","19"
"19","179506","5077","35"
"8","380920","9335","15"
"10","589290","7066","28"
"12","407221","1278","50"
"15","301152","9896","30"
"3","97945","6031","2"
"7","672481","115","22"
"6","933745","279","-10"
"2","619588","5058","48"
"4","947788","797","-8"
"12","695298","9961","-4"
"21","504151","8086","44"
"10","30042","8446","-12"
"14","161111","3525","27"
"18","176286","8075","-14"
"10","358274","536","12"
"23","940110","2282","19"
"13","439095","8549","3"
"9","777761","4432","28"
"15","108419","8014","48"
"5","727277","6718","39"
"18","45473","9031","23"
"8","136079","8301","50"
"15","786433","8813","4"
"10","750647","3759","43"
"19","942495","3842","21"
"9","611165","7790","0"
"1","229775","3445","-10"
"9","656519","472","14"
"23","150736","2544","40"
"8","249011","6538","44"
"16","97762","8814","-8"
"4","128204","6138","48"
"14","466470","8659","50"
"5","614717","246","-11"
"22","624436","8828","34"
"1","297802","1700","1"
"5","914005","9125","16"
"1","430938","9785","25"
"2","4030","6593","0"
"15","866540","7859","12"
"11","862452","8801","25"
"8","523987","8409","12"
"7","333921","6668","0"
"6","801780","7119","-9"
"7","450205","9785","-4"
"8","229737","1724","5"
"21","580757","4941","33"
"7","558299","811","43"
"20","796291","3696","9"
"3","456120","2521","26"
"15","656547","8384","21"
"12","180355","7189","-10"
"12","658973","8118","18"
"14","281143","3931","46"
"16","244647","2408","-11"
"22","854920","349","5"
"10","109998","2502","-14"
"13","706978","6897","-9"
"20","373108","6233","-5"
"22","401567","3081","3"
"10","907253","1665","33"
"11","303960","6910","39"
"9","773146","7080","36"
"16","485637","1751","15"
"23","237618","5660","33"
"23","236303","2248","48"
"18","898225","7987","-3"
"1","373335","9266","5"
"11","935979","2066","41"
"16","111859","8204","-10"
"7","91734","8283","25"
"16","165800","742","-10"
"10","342875","5005","23"
"3","731329","9587","-1"
"16","189635","2918","50"
"19","423675","5416","45"
"16","637964","7142","45"
"19","607733","3836","4"
"19","425658","8536","22"
"18","217856","4450","9"
"6","147521","538","42"
"14","325416","3208","39"
"16","129562","3731","-7"
"19","124466","5201","-4"
"11","612791","6868","-11"
"14","458698","6002","-6"
"9","706848","3119","15"
"1","286390","2948","41"
"8","941926","2589","38"
"18","723816","4186","-5"
"14","822454","481","2"
"20","611692","7114","50"
"2","252575","4137","-11"
"15","164662","1221","33"
"11","529553","1774","27"
"2","352301","5703","37"
"22","273844","9029","37"
"8","27291","6325","13"
"1","554962","9389","3"
"14","402617","8515","22"
"18","890555","4482","-3"
"13","188048","3741","40"
"21","852535","8808","37"
"1","937974","4902","-13"
"15","367805","8469","-8"
"1","961989","8831","30"
"15","647403","3686","13"
"10","97309","9129","-9"
"19","772292","1665","34"
"8","833195","5715","39"
"21","284773","7809","-9"
"7","483244","5050","11"
"2","2681","6297","-13"
"4","705241","2281","27"
"10","389619","4861","1"
"13","188012","3927","48"
"12","754272","5251","29"
"19","704520","3934","12"
"15","208165","5525","48"
"10","681296","4014","39"
"20","445083","2989","31"
"10","381881","7603","30"
"23","812979","1235","23"
"11","85289","5086","45"
"1","527576","5773","40"
"3","546459","9458","5"
"14","146453","8345","-2"
"7","17641","9044","13"
"6","975158","5021","11"
"17","808827","4404","3"
"20","42962","8134","-9"
"10","106318","3474","35"
"4","412195","7867","40"
"21","848712","8142","-6"
"14","179216","78","-11"
"3","852873","3317","-10"
"13","725390","6623","7"
"23","189913","8503","38"
"17","243328","8172","-7"
"2","163288","863","-14"
"7","361563","9537","7"
"17","424167","6828","-7"
"19","200227","1785","41"
"22","229019","8844","25"
"21","906044","1099","32"
"1","242389","8282","36"
"1","129512","4524","-12"
"13","650408","1941","36"
"2","897016","2362","29"
"19","345029","9657","34"
"20","824965","507","-11"
"3","935967","4641","39"
"14","651084","1247","42"
"5","77812","2230","47"
"7","78027","6533","-8"
"9","419732","9038","1"
"4","426650","7062","23"
"19","254006","6987","21"
"9","203383","4298","23"
"18","970519","4890","16"
"4","177412","9795","38"
"11","394655","3525","34"
"13","6992","5973","24"
"3","709782","2189","11"
"6","433210","8473","36"
"4","296557","2147","20"
"17","578469","8266","-1"
"6","620470","9539","13"
"15","44897","728","28"
"1","792850","7630","17"
"20","998332","7048","3"
"22","260346","3619","1"
"10","250339","8857","12"
"9","171215","8424","-8"
"13","599302","5214","4"
"13","424557","997","15"
"4","150874","5619","50"
"8","195580","7864","-7"
"22","953886","6397","-5"
"13","645825","3816","16"
"17","451269","7920","22"
"8","636766","4292","-9"
"13","42089","2410","23"
"19","759874","6434","46"
"4","853910","1084","-7"
"3","53739","6556","35"
"14","323308","3087","35"
"16","331341","3512","16"
"7","84071","4387","-8"
"9","574869","7981","0"
"11","814078","6552","19"
"19","118420","5596","7"
"21","22361","1582","50"
"10","987654","4441","-7"
"22","860730","6087","-5"
"19","911271","8585","11"
"18","867681","3524","21"
"10","273701","5199","48"
"19","473250","9127","38"
"10","556239","887","4"
"16","484296","9236","27"
"5","730667","7902","6"
"3","347245","6927","29"
"10","212154","2578","1"
"21","595253","2969","11"
"23","287198","2573","1"
"20","718633","7557","35"
"4","529995","3153","34"
"3","655691","9875","21"
"14","4656","393","32"
"7","728940","8439","33"
"20","635246","9496","28"
"8","40817","4173","7"
"17","383063","2342","15"
"18","801560","6869","18"
"3","43410","6486","17"
"8","893413","9649","-1"
"10","15903","2856","14"
"17","715906","8192","18"
"14","475102","7910","44"
"5","709574","6793","25"
"18","563561","5506","23"
"1","864527","6016","20"
"21","793414","5413","1"
"17","452574","2467","-3"
"6","109373","1852","30"
"10","911331","877","23"
"16","49678","847","42"
"23","936445","4391","17"
"8","803454","3677","23"
"11","330271","1924","42"
"19","93306","4077","12"
"9","954192","5393","43"
"4","828289","4848","37"
"9","890445","6129","38"
"23","657384","6081","19"
"17","404445","7735","34"
"17","68142","6150","-9"
"23","774130","7119","3"
"4","464355","4823","-7"
"8","225997","7611","19"
"15","547614","7911","-4"
"13","877328","7679","12"
"6","427497","6654","49"
"7","832660","4413","41"
"19","291653","7554","6"
"15","15860","7394","31"
"16","61825","7381","-3"
"6","636970","2921","47"
"21","49835","9965","1"
"23","246907","4836","12"
"11","432256","9811","49"
"16","227787","117","15"
"3","758618","9800","24"
"4","634034","9192","13"
"14","123252","4198","17"
"12","901897","5544","-7"
"3","866870","7473","31"
"13","369048","9908","39"
"3","409034","5040","-13"
"5","393035","5995","15"
"9","4504","375","19"
"9","158648","6726","18"
"2","9840","831","0"
"23","145290","6233","22"
"15","754211","8886","25"
"16","118092","9670","-15"
"21","305216","7962","49"
"7","553591","3637","10"
"10","11610","9958","20"
"17","731","1944","35"
"22","878295","847","14"
"23","21719","6975","-11"
"17","91892","5055","2"
"2","502232","3441","1"
"22","759685","8838","25"
"22","765363","94","-8"
"20","311277","1659","17"
"20","260408","7075","-13"
"5","984911","1608","12"
"4","166056","8999","12"
"13","705977","9454","25"
"1","741482","5269","13"
"18","220871","5419","6"
"21","187285","418","-1"
"13","4161","5927","-10"
"5","295478","7609","43"
"12","853752","1545","22"
"6","211926","4758","21"
"18","318433","553","42"
"14","364193","8264","6"
"1","655065","2470","2"
"21","198884","7791","-5"
"21","436735","7953","22"
"5","348537","6712","11"
"16","807532","5686","4"
"21","299519","2126","10"
"3","452604","9036","31"
"16","904578","9339","46"
"8","284215","4608","0"
"5","421263","8873","25"
"14","175211","9132","19"
"9","908671","7303","-2"
"8","616826","2051","3"
"2","275538","7127","33"
"7","196814","2775","-3"
"1","528393","8558","49"
"21","920533","2958","39"
"16","672640","4140","20"
"3","369640","9687","39"
"20","916422","8089","-15"
"15","54289","6602","44"
"14","723363","2185","34"
"17","395135","2345","32"
"10","584087","1931","-15"
"9","225737","731","1"
"21","729731","1594","20"
"2","938839","1449","45"
"14","540373","6167","-7"
"14","395676","3850","38"
"6","20155","3809","37"
"6","962705","3384","36"
"17","780262","6588","30"
"22","204364","8599","-4"
"2","428095","8238","0"
"12","440393","2088","42"
"17","886311","170","49"
"19","874877","7567","47"
"22","402674","4931","-4"
"7","506580","1867","6"
"7","890375","4050","-4"
"17","366811","9649","-11"
"14","166118","7606","24"
"5","629333","6798","45"
"15","926511","9785","20"
"17","485451","9861","45"
"21","970429","5163","-6"
"20","784550","3451","0"
"15","210876","3482","30"
"12","988758","6434","-14"
"18","322674","8587","38"
"21","312881","1525","7"
"5","168330","4445","-5"
"16","538522","3430","38"
"3","418843","4775","16"
"15","714543","1265","-6"
"7","308875","692","50"
"21","367691","1260","40"
"13","847634","5195","29"
"6","864864","5773","-10"
"8","334777","3377","16"
"16","463286","2367","11"
"17","519601","1824","26"
"22","497528","6978","30"
"2","583274","6152","15"
"23","268040","5493","-13"
"5","735077","9757","8"
"20","840809","9483","44"
"4","210574","4251","4"
"20","515877","4226","20"
"13","31974","5264","-12"
"22","819784","7290","2"
"15","777748","7511","34"
"15","852754","3384","27"
"7","204015","1638","20"
"19","623600","9511","-4"
"6","14277","310","25"
"16","939409","3113","48"
"3","886338","854","-15"
"20","287504","3836","44"
"11","626963","322","-4"
"18","535789","7777","4"
"15","50462","6778","41"
"4","873881","1265","-1"
"15","316797","1634","5"
"9","372100","8003","40"
"14","113123","2409","32"
"17","928768","3227","-4"
"1","947007","8674","22"
"17","503893","6339","-12"
"1","209897","499","46"
"23","444112","2959","-12"
"12","490605","9404","50"
"10","421260","3159","-14"
"2","138779","1802","22"
"20","79833","1625","31"
"16","284587","8293","41"
"15","300895","5599","43"
"4","948497","2386","30"
"4","642870","2852","38"
"17","908760","4355","28"
"17","640030","2340","22"
"16","881529","7020","36"
"14","198635","322","-10"
"2","569230","8159","31"
"20","621621","2303","-8"
"16","185577","240","22"
"2","213849","3481","36"
"23","304202","295","39"
"11","140707","5351","48"
"9","955233","2249","25"
"15","400668","7085","-9"
"21","590778","4952","11"
"17","59573","8446","-9"
"17","922767","9759","4"
"20","716344","8797","29"
"10","526088","8157","17"
"15","700954","4735","28"
"21","927747","2134","24"
"1","611700","9156","2"
"8","733947","4685","11"
"8","442424","6337","36"
"14","645921","201","-10"
"22","262218","8877","50"
"10","832228","6935","15"
"16","107749","1196","4"
"4","844291","4292","29"
"18","881683","6528","26"
"20","875500","3907","15"
"20","196131","6643","-9"
"14","185630","2894","47"
"3","254326","3255","-10"
"4","709507","5854","22"
"7","952745","4376","37"
"6","63884","1159","4"
"13","880555","4012","-10"
"19","319082","3276","23"
"15","646252","4121","-6"
"9","911743","9265","-14"
"12","357044","6555","42"
"22","790531","8518","22"
"12","209070","2723","41"
"18","496947","3129","21"
"11","936412","548","44"
"17","603154","3294","50"
"7","43861","5919","40"
"13","623706","2695","39"
"7","358324","7316","9"
"16","998564","3684","11"
"3","157601","9912","15"
"21","961178","5126","1"
"20","524180","2909","8"
"5","439030","1414","29"
"20","526958","4912","-3"
"19","586034","5151","-13"
"22","301959","2880","-12"
"8","621489","8847","20"
"12","703507","2442","1"
"21","865627","8669","12"
"6","147312","7954","1"
"2","49472","1910","3"
"4","384124","8848","-4"
"5","427350","2620","7"
"18","258285","6732","44"
"6","665877","8748","20"
"3","393142","4229","22"
"8","395770","6774","4"
"4","351977","9663","17"
"8","475696","5114","-8"
"6","201796","2408","25"
"1","357221","2647","27"
"8","819362","9113","29"
"19","213094","3353","38"
"5","366974","9159","-10"
"17","630224","7196","-4"
"14","967235","2722","33"
"13","963369","61","0"
"1","864259","1410","-9"
"15","138022","7179","-13"
"23","92816","3134","18"
"12","552301","6764","-1"
"1","72410","4693","17"
"9","256174","2011","33"
"11","137525","9492","35"
"11","576610","330","6"
"4","383481","6119","-11"
"22","149007","2758","14"
"13","538613","3374","45"
"20","144714","4704","-3"
"15","848514","4609","-2"
"2","36787","3005","49"
"23","924625","6588","36"
"2","890989","4041","37"
"20","749958","4238","36"
"10","307657","5853","-10"
"13","968674","1130","50"
"15","40654","4638","-12"
"4","655535","2023","33"
"9","879049","788","-9"
"13","978720","2373","23"
"21","3905","6240","10"
"12","991679","4458","33"
"13","749688","9571","48"
"12","121879","7164","-2"
"15","89581","9009","19"
"1","547391","5687","-11"
"6","483327","8482","-13"
"17","52900","8888","43"
"9","57645","1431","16"
"8","713942","4135","8"
"19","536254","4811","39"
"7","67301","5081","42"
"3","987904","7327","36"
"16","299295","83","12"
"23","942021","8086","38"
"4","555945","5574","46"
"1","778338","6659","11"
"11","61662","6228","32"
"7","286488","8645","0"
"12","404965","75","40"
"11","65065","5450","11"
"8","102514","5857","21"
"6","889635","3394","39"
"6","785578","4514","1"
"5","963761","45","-9"
"8","759120","5953","44"
"16","512270","5033","11"
"6","405052","2956","-4"
"13","224509","6264","-13"
"3","570011","3211","45"
"10","841326","6118","-15"
"8","346563","9141","-11"
"17","225139","2810","47"
"2","447831","4295","49"
"16","146946","2494","1"
"17","650230","8808","6"
"12","512373","8749","20"
"3","209381","8953","-10"
"9","98090","8445","7"
"8","186777","8579","39"
"2","943104","8249","-9"
"8","210640","3635","-7"
"19","945188","709","3"
"6","942998","3396","8"
"23","370210","64","43"
"20","467606","4985","-13"
"16","754493","7634","0"
"15","711531","498","38"
"21","20453","7527","42"
"19","95835","1155","-6"
"10","918231","6723","37"
"23","630697","3892","18"
"6","756401","470","11"
"10","406285","7090","9"
"2","150844","7471","22"
"20","482090","2413","15"
"20","225914","7698","42"
"8","656585","8294","22"
"19","353041","2289","10"
"12","400606","1950","31"
"14","802182","9790","42"
"19","962724","3956","42"
"11","673988","7376","38"
"10","194591","2803","32"
"11","385450","8124","34"
"10","326994","1988","16"
"18","52860","718","41"
"16","286142","7547","-2"
"14","390851","7762","8"
"22","154945","242","1"
"20","761239","8679","43"
"1","149772","5252","23"
"4","855189","1181","29"
"19","89493","5315","49"
"17","359836","4436","27"
"14","169134","204","8"
"18","758045","8135","49"
"21","141202","3523","17"
"7","512320","3625","35"
"16","382507","5002","23"
"8","805302","7012","43"
"20","713128","9853","32"
"1","846738","9157","36"
"23","441934","6913","3"
"16","802171","912","6"
"23","679307","8886","-13"
"23","941846","9443","1"
"10","230169","6538","-2"
"22","519625","2768","0"
"13","946822","2163","25"
"9","819556","9013","23"
"22","644637","9805","-15"
"7","271344","4732","18"
"19","395554","7773","9"
"12","446636","519","-14"
"9","620445","1669","-12"
"8","796385","5295","-9"
"19","961558","4775","-10"
"22","59827","7731","36"
"12","976253","4801","43"
"16","176548","3247","-1"
"21","197178","9564","11"
"23","133802","14","36"
"20","238711","2166","13"
"9","897183","3579","22"
"13","482733","1026","43"
"7","170690","9453","43"
"23","912816","3857","34"
"13","403107","4673","20"
"18","923447","6132","16"
"12","813155","1929","44"
"2","478801","1864","46"
"1","97103","2028","17"
"8","981422","7517","17"
"13","391576","9476","25"
"11","443187","7070","-13"
"19","34567","6646","30"
"17","523520","4993","-2"
"4","189276","1707","2"
"12","444168","5659","24"
"20","506414","555","7"
"11","984649","4610","-10"
"16","277091","9316","21"
"17","531240","2310","-10"
"18","248082","4129","25"
"21","18008","5260","7"
"11","229587","1043","27"
"13","149003","1657","29"
"9","628663","7886","12"
"12","446531","6839","1"
"14","845045","1452","46"
"8","185229","717","-6"
"1","835217","7889","40"
"9","505339","2842","43"
"10","392347","4122","6"
"23","9190","10","0"
"23","775553","6432","48"
"23","745294","4613","33"
"4","15168","266","-3"
"12","851741","25","24"
"8","848191","5925","26"
"10","4814","1035","39"
"14","727581","8477","26"
"7","437608","1731","-12"
"1","694070","6495","4"
"1","866761","5804","48"
"15","47190","2160","31"
"4","346665","3568","4"
"17","401248","877","2"
"17","954573","4150","48"
"17","394998","7628","-5"
"19","202582","9832","22"
"5","447330","4184","-6"
"3","701795","9967","13"
"13","973789","8649","47"
"12","333315","3039","33"
"11","803261","2122","19"
"7","247649","4902","49"
"6","883545","374","1"
"17","742841","545","34"
"15","746713","1","-9"
"10","343075","3890","27"
"16","468892","8586","0"
"17","32939","4794","32"
"23","381628","6422","27"
"21","817572","11","27"
"18","392391","6429","3"
"9","603382","7306","34"
"9","975794","4359","26"
"22","585670","9255","40"
"16","275115","3917","48"
"20","284855","4110","21"
"23","755359","6849","8"
"23","80070","9043","-15"
"12","963861","9027","10"
"16","461436","7835","5"
"6","410580","7878","40"
"7","253602","1074","-12"
"9","109262","8479","18"
"12","930771","5878","48"
"7","671110","6428","-11"
"22","328504","4779","32"
"18","748878","6120","-2"
"18","737310","1995","23"
"21","934741","9454","39"
"23","699271","1152","-12"
"7","227221","3550","29"
"15","997116","2438","11"
"11","908851","7820","-3"
"14","900034","9710","-11"
"17","422904","3926","-14"
"11","721487","6391","22"
"4","29870","7776","22"
"15","17715","9200","-6"
"8","736764","6313","43"
"6","366387","9364","-7"
"4","178553","2969","14"
"14","592325","3454","43"
"15","606826","4180","50"
"1","844815","9654","19"
"21","530968","6586","15"
"19","826248","5159","39"
"17","57411","4737","-9"
"3","555319","4749","49"
"16","123628","2061","15"
"3","736931","3027","43"
"19","892650","7227","-10"
"13","48605","5638","29"
"17","254508","2223","21"
"14","174374","4440","6"
"21","690712","7445","20"
"9","704079","1830","3"
"16","654685","7881","37"
"3","260202","3778","48"
"15","786815","6931","8"
"13","267615","400","32"
"8","991461","1526","-8"
"15","109610","5919","-10"
"13","728911","9446","-6"
"5","343394","315","29"
"9","910478","186","-11"
"19","277707","9441","20"
"21","152200","7625","42"
"14","6251","2332","28"
"4","89503","4023","30"
"2","61303","2272","42"
"10","199518","3898","-15"
"7","324530","4053","26"
"18","618365","2565","-2"
"12","859383","3770","-2"
"10","279269","1233","-3"
"17","566404","2284","6"
"5","693312","5921","13"
"21","467820","1694","13"
"12","78234","7962","2"
"18","875466","5413","-15"
"20","248056","4872","18"
"14","291430","899","-8"
"12","562329","4378","44"
"3","439028","5038","13"
"8","47880","2057","29"
"5","700932","620","8"
"22","691250","1224","30"
"2","233822","9022","28"
"19","347853","2508","-11"
"1","84231","7019","-9"
"19","174484","5558","2"
"21","820767","7870","39"
"23","701897","5266","-15"
"12","236547","5484","9"
"13","403685","3650","41"
"23","139202","7093","6"
"5","877208","6422","5"
"17","832058","6338","-9"
"10","958735","5470","50"
"18","395018","2965","34"
"18","725211","7360","8"
"2","443461","2066","28"
"13","461726","4285","9"
"3","754682","8854","44"
"5","280575","4913","15"
"17","141581","3459","4"
"14","413189","3674","39"
"12","995901","3253","-5"
